userid,continent,gender,rating,hotel
2371,2,0,4.0,56
2372,1,1,4.0,66
2372,1,1,4.0,62
2373,2,0,2.5,53
2373,2,0,4.0,39
2374,2,0,4.5,34
2374,2,0,4.0,7
2374,2,0,4.0,35
2374,2,0,4.5,63
2374,2,0,4.5,52
2374,2,0,4.0,17
2374,2,0,4.0,50
2374,2,0,4.0,28
2375,2,0,4.0,4
2375,2,0,3.5,12
2375,2,0,3.5,13
2376,2,1,4.0,46
2376,2,1,5.0,37
2377,2,1,3.5,14
2377,2,1,4.0,19
2377,2,1,3.5,47
2377,2,1,4.0,17
2377,2,1,4.0,60
2377,2,1,3.0,24
2377,2,1,3.5,57
2377,2,1,4.0,39
2377,2,1,3.0,10
2377,2,1,4.0,56
2378,2,0,2.5,11
2378,2,0,4.0,17
2378,2,0,4.0,39
2378,2,0,2.0,2
2378,2,0,3.0,61
2379,2,1,4.0,39
2379,2,1,4.5,34
2379,2,1,4.0,6
2380,1,0,3.0,58
2380,1,0,3.5,45
2380,1,0,2.0,2
2381,2,0,4.0,26
2381,2,0,5.0,37
2381,2,0,4.0,17
2381,2,0,3.0,59
2381,2,0,4.0,60
2382,1,0,4.0,60
2382,1,0,4.0,17
2383,1,0,4.0,39
2383,1,0,3.0,61
2383,1,0,4.0,17
2383,1,0,3.5,13
2383,1,0,4.0,56
2384,2,1,3.0,24
2384,2,1,4.0,6
2384,2,1,3.0,55
2384,2,1,3.5,14
2385,2,0,4.5,43
2385,2,0,5.0,37
2386,2,0,3.5,45
2386,2,0,4.0,56
2386,2,0,4.0,17
2386,2,0,4.5,52
2386,2,0,3.5,12
2386,2,0,4.5,43
2386,2,0,3.5,13
2386,2,0,4.0,18
2386,2,0,3.5,3
2386,2,0,4.0,7
2387,2,0,3.5,15
2387,2,0,5.0,37
2387,2,0,4.0,56
2387,2,0,5.0,38
2387,2,0,3.5,14
2387,2,0,3.0,58
2388,3,0,4.0,26
2388,3,0,3.5,13
2389,1,1,5.0,37
2389,1,1,2.0,2
2389,1,1,4.0,60
2390,2,0,3.0,59
2390,2,0,2.0,2
2390,2,0,3.5,3
2390,2,0,3.5,15
2390,2,0,5.0,37
2390,2,0,4.0,49
2391,2,1,4.5,63
2391,2,1,3.5,33
2392,2,0,3.5,33
2392,2,0,4.0,56
2392,2,0,5.0,38
2392,2,0,4.0,17
2392,2,0,4.5,63
2392,2,0,4.5,40
2393,2,0,3.5,15
2393,2,0,3.5,57
2393,2,0,4.0,60
2393,2,0,4.0,26
2393,2,0,4.0,17
2393,2,0,4.0,18
2393,2,0,3.5,13
2393,2,0,4.0,56
2393,2,0,4.0,39
2394,2,0,4.0,56
2394,2,0,3.5,57
2395,2,0,4.0,62
2395,2,0,5.0,38
2395,2,0,5.0,37
2395,2,0,4.0,35
2396,1,1,4.0,60
2396,1,1,3.5,15
2397,1,0,3.5,47
2397,1,0,3.5,14
2397,1,0,2.5,8
2397,1,0,4.0,18
2397,1,0,3.0,61
2397,1,0,2.5,11
2397,1,0,4.0,6
2397,1,0,3.0,24
2397,1,0,2.0,2
2397,1,0,3.5,45
2398,2,1,3.0,10
2398,2,1,4.0,6
2399,2,0,2.5,8
2399,2,0,3.0,55
2400,2,0,2.0,20
2400,2,0,4.0,6
2401,2,1,2.5,8
2401,2,1,2.0,2
2401,2,1,2.5,11
2402,2,1,4.0,60
2402,2,1,4.0,4
2402,2,1,3.5,15
2402,2,1,4.0,46
2402,2,1,4.0,17
2402,2,1,3.5,12
2402,2,1,4.0,56
2403,2,1,4.0,7
2403,2,1,5.0,38
2403,2,1,4.0,62
2404,2,0,4.0,26
2404,2,0,4.0,56
2404,2,0,2.0,2
2405,2,0,4.0,17
2405,2,0,4.0,49
2405,2,0,4.0,56
2405,2,0,3.0,59
2406,2,1,2.0,20
2406,2,1,3.5,57
2407,2,0,3.5,15
2407,2,0,4.0,46
2407,2,0,4.5,63
2407,2,0,4.0,41
2408,2,0,3.5,12
2408,2,0,5.0,37
2408,2,0,4.5,63
2408,2,0,4.5,52
2409,1,0,2.0,36
2409,1,0,2.5,8
2410,2,1,4.0,46
2410,2,1,4.0,4
2410,2,1,4.0,60
2411,2,0,3.5,3
2411,2,0,3.0,42
2411,2,0,3.0,24
2412,2,0,3.0,59
2412,2,0,4.0,60
2413,1,1,3.5,15
2413,1,1,4.0,46
2413,1,1,4.0,17
2414,3,1,3.5,3
2414,3,1,4.5,52
2414,3,1,3.5,57
2414,3,1,4.0,66
2414,3,1,5.0,38
2414,3,1,5.0,64
2414,3,1,4.0,26
2414,3,1,4.5,63
2414,3,1,4.0,28
2414,3,1,4.0,7
2414,3,1,4.0,49
2414,3,1,4.0,60
2414,3,1,3.5,45
2414,3,1,4.5,34
2414,3,1,4.0,46
2414,3,1,4.0,41
2415,2,0,4.0,50
2415,2,0,4.5,63
2415,2,0,4.0,26
2415,2,0,4.0,46
2415,2,0,3.5,13
2415,2,0,4.0,62
2415,2,0,4.5,52
2415,2,0,4.0,28
2415,2,0,3.0,24
2415,2,0,3.5,30
2416,2,0,4.0,60
2416,2,0,4.5,52
2416,2,0,4.0,56
2417,2,0,4.0,60
2417,2,0,4.0,26
2417,2,0,4.0,18
2417,2,0,4.0,17
2417,2,0,3.5,15
2417,2,0,4.0,41
2418,2,0,4.0,5
2418,2,0,3.5,3
2419,2,1,4.0,41
2419,2,1,4.0,50
2419,2,1,5.0,38
2419,2,1,5.0,64
2420,2,1,4.0,17
2420,2,1,4.0,49
2421,2,0,4.5,43
2421,2,0,4.0,26
2421,2,0,5.0,37
2421,2,0,4.0,28
2421,2,0,3.5,48
2421,2,0,4.0,18
2421,2,0,4.5,52
2421,2,0,4.5,40
2421,2,0,4.5,34
2422,1,0,3.0,59
2422,1,0,4.0,60
2423,2,0,4.0,17
2423,2,0,2.5,8
2423,2,0,3.0,55
2423,2,0,4.0,28
2423,2,0,4.0,60
2423,2,0,4.0,46
2423,2,0,4.0,7
2423,2,0,4.0,26
2423,2,0,4.0,5
2423,2,0,3.0,59
2423,2,0,4.0,56
2423,2,0,3.5,47
2423,2,0,3.5,33
2423,2,0,4.0,66
2423,2,0,4.0,49
2424,1,0,4.5,52
2424,1,0,4.0,60
2425,1,0,4.0,56
2425,1,0,4.0,17
2426,2,0,3.0,61
2426,2,0,3.0,55
2426,2,0,3.0,10
2427,1,1,4.0,7
2427,1,1,4.0,56
2427,1,1,3.0,44
2427,1,1,4.0,5
2428,2,1,3.5,12
2428,2,1,4.0,46
2428,2,1,3.5,33
2428,2,1,4.0,56
2428,2,1,4.5,52
2428,2,1,3.5,48
2428,2,1,4.0,41
2428,2,1,3.5,15
2428,2,1,4.5,63
2428,2,1,3.0,58
2428,2,1,4.0,39
2428,2,1,4.0,51
2429,2,1,3.5,15
2429,2,1,4.0,4
2430,2,0,2.5,11
2430,2,0,2.0,2
2430,2,0,3.5,45
2431,2,0,3.0,25
2431,2,0,4.0,26
2432,2,0,4.0,41
2432,2,0,4.0,18
2432,2,0,4.5,40
2432,2,0,4.0,35
2432,2,0,2.5,11
2432,2,0,4.0,28
2432,2,0,4.0,56
2432,2,0,4.0,39
2433,2,1,3.5,47
2433,2,1,3.0,59
2434,2,0,3.5,48
2434,2,0,3.0,42
2434,2,0,3.5,33
2435,2,1,4.0,17
2435,2,1,5.0,38
2435,2,1,5.0,37
2436,2,0,4.0,6
2436,2,0,2.5,53
2437,2,0,5.0,37
2437,2,0,4.5,34
2438,2,1,4.0,17
2438,2,1,5.0,37
2439,2,0,4.0,17
2439,2,0,2.5,11
2439,2,0,5.0,37
2439,2,0,4.5,52
2439,2,0,4.5,16
2440,2,0,3.5,13
2440,2,0,4.0,60
2441,1,0,4.0,35
2441,1,0,3.5,45
2442,1,1,3.5,3
2442,1,1,4.0,4
2442,1,1,2.5,53
2443,1,1,3.5,45
2443,1,1,2.5,53
2443,1,1,3.5,14
2443,1,1,4.0,49
2443,1,1,3.0,1
2444,2,0,4.0,28
2444,2,0,4.0,7
2444,2,0,3.5,47
2444,2,0,3.5,3
2445,1,1,4.0,60
2445,1,1,4.0,35
2446,2,0,3.0,44
2446,2,0,3.5,57
2446,2,0,4.0,39
2446,2,0,4.0,56
2447,5,0,3.5,15
2447,5,0,3.5,13
2447,5,0,3.0,55
2448,2,0,4.0,46
2448,2,0,3.5,15
2448,2,0,4.0,49
2448,2,0,4.0,60
2448,2,0,4.0,18
2448,2,0,4.0,39
2448,2,0,3.5,13
2448,2,0,4.0,7
2449,2,1,2.5,29
2449,2,1,4.0,6
2450,1,1,4.0,28
2450,1,1,4.0,49
2450,1,1,5.0,37
2450,1,1,4.0,60
2450,1,1,4.0,56
2450,1,1,4.0,17
2450,1,1,4.5,63
2451,2,0,3.0,23
2451,2,0,2.0,2
2452,2,0,4.0,7
2452,2,0,4.0,56
2452,2,0,3.5,47
2452,2,0,3.5,13
2452,2,0,4.0,39
2452,2,0,3.5,45
2452,2,0,3.0,55
2452,2,0,3.5,33
2453,2,0,3.0,55
2453,2,0,4.0,62
2453,2,0,3.0,31
2453,2,0,5.0,37
2453,2,0,4.0,6
2454,2,1,4.0,39
2454,2,1,4.0,56
2455,1,0,3.5,47
2455,1,0,4.0,17
2455,1,0,4.0,7
2455,1,0,2.0,2
2456,1,0,4.0,46
2456,1,0,4.0,17
2456,1,0,5.0,38
2456,1,0,4.0,56
2456,1,0,5.0,37
2457,1,1,4.0,51
2457,1,1,4.0,6
2457,1,1,3.5,3
2457,1,1,4.0,28
2458,2,0,3.5,15
2458,2,0,4.0,17
2458,2,0,4.0,66
2458,2,0,4.0,62
2458,2,0,4.0,56
2458,2,0,4.0,26
2458,2,0,4.5,43
2459,1,0,4.0,66
2459,1,0,4.0,60
2460,2,0,3.5,3
2460,2,0,4.5,63
2460,2,0,4.0,6
2461,1,0,3.5,13
2461,1,0,4.0,49
2461,1,0,4.0,66
2462,2,1,3.5,12
2462,2,1,4.0,41
2463,2,0,4.0,17
2463,2,0,3.0,59
2464,2,0,4.0,4
2464,2,0,3.5,12
2464,2,0,4.0,41
2464,2,0,3.5,15
2464,2,0,4.0,60
2465,1,1,3.0,55
2465,1,1,4.0,6
2465,1,1,2.5,8
2465,1,1,2.0,20
2465,1,1,3.0,10
2465,1,1,3.0,24
2465,1,1,3.0,61
2465,1,1,2.5,11
2465,1,1,4.0,7
2465,1,1,2.0,27
2465,1,1,3.5,14
2465,1,1,4.0,39
2466,2,1,3.0,58
2466,2,1,3.5,48
2467,2,0,3.0,24
2467,2,0,4.0,18
2467,2,0,4.0,6
2467,2,0,3.5,14
2467,2,0,2.5,53
2468,1,1,4.0,56
2468,1,1,4.5,43
2468,1,1,4.0,35
2468,1,1,4.0,17
2468,1,1,4.0,60
2468,1,1,4.0,6
2468,1,1,3.5,3
2468,1,1,5.0,37
2468,1,1,3.0,42
2468,1,1,3.0,23
2468,1,1,3.5,14
2468,1,1,3.0,24
2468,1,1,3.0,59
2468,1,1,4.0,66
2469,2,0,3.0,59
2469,2,0,4.0,17
2469,2,0,4.0,26
2469,2,0,4.5,16
2469,2,0,4.0,19
2469,2,0,2.5,53
2469,2,0,3.5,57
2469,2,0,3.5,15
2469,2,0,5.0,37
2469,2,0,4.0,56
2469,2,0,4.0,60
2469,2,0,4.0,39
2470,1,1,4.0,26
2470,1,1,4.0,4
2470,1,1,4.0,66
2471,2,1,2.0,36
2471,2,1,3.0,1
2472,1,0,4.0,35
2472,1,0,3.5,3
2472,1,0,4.0,5
2473,2,0,3.5,15
2473,2,0,3.5,3
2474,1,0,4.0,26
2474,1,0,4.5,16
2474,1,0,3.5,12
2475,2,0,4.0,60
2475,2,0,4.0,56
2475,2,0,3.5,33
2475,2,0,4.0,7
2476,2,0,3.5,13
2476,2,0,4.0,60
2477,1,1,4.0,17
2477,1,1,4.0,60
2478,2,0,4.0,49
2478,2,0,4.5,34
2478,2,0,5.0,64
2478,2,0,4.0,60
2478,2,0,4.0,4
2478,2,0,4.0,28
2478,2,0,4.5,43
2478,2,0,4.0,17
2478,2,0,5.0,38
2478,2,0,4.0,26
2479,2,0,2.0,2
2479,2,0,2.0,9
2479,2,0,3.5,47
2479,2,0,2.5,11
2479,2,0,3.5,13
2479,2,0,2.5,8
2479,2,0,2.0,27
2479,2,0,3.0,61
2480,2,0,4.5,16
2480,2,0,4.5,63
2481,2,1,4.0,39
2481,2,1,3.0,24
2482,2,1,3.0,55
2482,2,1,2.0,2
2482,2,1,4.0,35
2482,2,1,2.0,20
2482,2,1,3.5,30
2482,2,1,3.5,45
2482,2,1,4.0,39
2483,1,0,3.0,10
2483,1,0,3.5,14
2484,2,1,3.5,12
2484,2,1,3.5,15
2484,2,1,3.5,13
2484,2,1,4.0,4
2485,2,1,4.0,56
2485,2,1,4.0,60
2486,2,0,3.0,42
2486,2,0,4.0,4
2487,2,0,4.0,17
2487,2,0,4.0,49
2487,2,0,4.5,43
2487,2,0,4.5,63
2487,2,0,4.0,60
2487,2,0,4.0,39
2487,2,0,4.0,56
2488,2,0,3.0,24
2488,2,0,4.0,60
2488,2,0,3.0,59
2488,2,0,4.0,26
2488,2,0,4.0,49
2489,2,1,4.5,63
2489,2,1,4.5,52
2489,2,1,4.0,56
2489,2,1,4.5,40
2489,2,1,4.5,16
2489,2,1,5.0,38
2489,2,1,4.0,62
2489,2,1,4.5,43
2490,2,1,4.0,49
2490,2,1,4.0,18
2490,2,1,4.0,39
2490,2,1,2.0,2
2490,2,1,2.0,27
2490,2,1,3.0,42
2491,5,0,2.0,2
2491,5,0,4.5,34
2491,5,0,4.0,6
2491,5,0,3.5,14
2491,5,0,3.5,45
2491,5,0,4.0,35
2492,2,1,5.0,37
2492,2,1,4.0,46
2493,2,1,2.5,22
2493,2,1,2.0,20
2494,2,1,4.0,62
2494,2,1,2.0,27
2495,2,0,4.0,46
2495,2,0,4.0,19
2495,2,0,4.5,16
2496,1,1,3.5,3
2496,1,1,3.5,13
2497,2,1,4.0,66
2497,2,1,2.5,53
2497,2,1,4.0,17
2497,2,1,2.0,36
2497,2,1,3.0,1
2497,2,1,4.0,56
2497,2,1,3.0,61
2498,1,1,4.0,39
2498,1,1,3.0,55
2498,1,1,2.0,2
2499,2,1,4.0,39
2499,2,1,4.0,7
2500,2,1,3.5,45
2500,2,1,3.0,59
2500,2,1,2.0,2
2501,2,1,4.0,51
2501,2,1,3.0,10
2502,2,0,3.5,3
2502,2,0,3.5,45
2502,2,0,4.0,46
2503,3,1,4.0,60
2503,3,1,4.0,56
2503,3,1,4.0,41
2504,2,1,2.5,53
2504,2,1,3.5,57
2504,2,1,2.5,11
2504,2,1,3.0,10
2504,2,1,2.0,36
2504,2,1,2.5,8
2504,2,1,3.0,25
2504,2,1,2.0,27
2504,2,1,3.0,61
2504,2,1,3.5,13
2504,2,1,3.5,30
2504,2,1,2.0,21
2504,2,1,2.0,9
2504,2,1,2.5,29
2504,2,1,3.5,47
2504,2,1,3.0,55
2504,2,1,2.0,2
2504,2,1,2.0,20
2504,2,1,4.0,39
2504,2,1,2.5,22
2504,2,1,4.0,6
2504,2,1,4.0,18
2505,2,1,2.5,53
2505,2,1,3.0,10
2505,2,1,2.0,21
2505,2,1,5.0,37
2505,2,1,3.5,45
2506,2,1,4.0,56
2506,2,1,3.5,13
2506,2,1,4.0,41
2506,2,1,4.0,50
2506,2,1,4.0,49
2506,2,1,4.0,60
2506,2,1,3.0,59
2507,2,1,3.0,59
2507,2,1,3.5,15
2508,2,0,3.5,13
2508,2,0,4.0,39
2508,2,0,2.5,11
2509,1,1,4.0,46
2509,1,1,3.5,45
2510,2,0,4.0,18
2510,2,0,3.5,45
2511,2,1,4.0,56
2511,2,1,4.0,49
2512,2,1,5.0,37
2512,2,1,4.0,7
2513,1,0,4.0,56
2513,1,0,4.0,60
2513,1,0,4.5,43
2513,1,0,3.0,23
2513,1,0,4.5,32
2514,2,0,3.5,45
2514,2,0,4.0,18
2514,2,0,3.0,55
2515,5,0,4.0,56
2515,5,0,3.0,24
2516,1,0,3.5,12
2516,1,0,4.0,49
2516,1,0,4.5,63
2516,1,0,3.0,59
2516,1,0,4.0,56
2516,1,0,3.0,58
2516,1,0,4.0,66
2517,2,0,3.5,57
2517,2,0,4.0,4
2518,2,0,3.0,42
2518,2,0,2.5,8
2518,2,0,3.0,10
2518,2,0,4.0,6
2519,2,1,3.0,55
2519,2,1,4.0,60
2519,2,1,3.5,45
2519,2,1,2.0,2
2520,2,1,4.5,63
2520,2,1,2.5,11
2521,2,0,3.5,45
2521,2,0,3.0,24
2522,2,1,5.0,37
2522,2,1,4.0,17
2522,2,1,4.0,60
2523,2,1,4.0,6
2523,2,1,3.5,47
2524,4,1,3.5,47
2524,4,1,5.0,37
2524,4,1,4.0,66
2524,4,1,4.5,52
2525,2,1,4.0,28
2525,2,1,4.0,7
2525,2,1,4.5,34
2525,2,1,5.0,37
2526,2,0,4.0,50
2526,2,0,4.0,17
2526,2,0,4.0,60
2527,2,1,5.0,38
2527,2,1,4.0,60
2527,2,1,4.5,63
2527,2,1,4.0,39
2528,1,0,4.0,6
2528,1,0,2.5,53
2529,2,1,3.5,45
2529,2,1,4.0,39
2530,2,0,4.0,56
2530,2,0,4.0,6
2531,4,1,4.0,6
2531,4,1,2.5,22
2531,4,1,3.0,61
2531,4,1,4.0,66
2532,2,0,2.0,20
2532,2,0,4.5,52
2532,2,0,3.0,10
2532,2,0,3.5,12
2533,3,1,4.0,4
2533,3,1,3.5,12
2533,3,1,4.0,41
2534,7,0,3.0,31
2534,7,0,3.0,1
2534,7,0,2.5,29
2534,7,0,3.5,47
2534,7,0,3.0,61
2535,2,1,4.0,17
2535,2,1,4.5,43
2535,2,1,5.0,37
2535,2,1,4.0,26
2535,2,1,4.0,46
2535,2,1,4.0,56
2536,1,1,4.0,60
2536,1,1,4.5,63
2536,1,1,4.0,46
2536,1,1,3.5,13
2537,2,1,4.0,17
2537,2,1,5.0,37
2537,2,1,4.5,63
2537,2,1,4.0,6
2538,2,1,3.5,14
2538,2,1,4.5,40
2539,1,0,5.0,37
2539,1,0,4.0,17
2539,1,0,4.0,39
2539,1,0,4.0,60
2539,1,0,3.5,47
2539,1,0,2.0,2
2540,2,0,4.0,66
2540,2,0,4.0,17
2540,2,0,4.5,43
2541,2,1,4.0,6
2541,2,1,3.5,45
2541,2,1,4.0,4
2541,2,1,3.5,3
2541,2,1,3.5,33
2541,2,1,2.0,2
2541,2,1,4.0,39
2541,2,1,4.0,60
2541,2,1,3.5,47
2541,2,1,2.5,11
2542,2,0,3.0,23
2542,2,0,4.0,56
2542,2,0,2.5,53
2543,1,1,4.5,32
2543,1,1,5.0,37
2543,1,1,4.0,56
2543,1,1,4.0,41
2544,4,0,5.0,37
2544,4,0,4.0,56
2544,4,0,4.0,60
2545,2,0,4.0,46
2545,2,0,5.0,64
2545,2,0,4.0,49
2545,2,0,3.5,13
2545,2,0,4.0,26
2545,2,0,4.0,62
2546,2,0,3.5,3
2546,2,0,3.0,59
2546,2,0,4.0,18
2546,2,0,3.5,57
2546,2,0,4.0,6
2546,2,0,4.0,56
2547,2,0,3.0,10
2547,2,0,3.0,25
2547,2,0,3.5,57
2547,2,0,2.0,21
2547,2,0,4.0,56
2548,1,0,5.0,37
2548,1,0,4.0,66
2548,1,0,3.5,48
2548,1,0,2.5,11
2548,1,0,2.5,8
2549,2,0,2.0,27
2549,2,0,4.0,62
2550,2,1,2.5,53
2550,2,1,2.5,65
2551,3,1,2.0,9
2551,3,1,4.0,56
2552,2,1,3.0,24
2552,2,1,3.0,1
2552,2,1,2.0,27
2553,2,0,4.0,17
2553,2,0,4.0,26
2553,2,0,4.5,32
2554,2,0,4.0,66
2554,2,0,4.0,56
2555,2,0,2.0,2
2555,2,0,4.0,39
2556,2,0,5.0,37
2556,2,0,3.0,59
2556,2,0,4.0,26
2557,3,0,4.0,17
2557,3,0,3.5,3
2557,3,0,3.0,61
2557,3,0,2.5,11
2557,3,0,4.0,18
2557,3,0,3.5,57
2557,3,0,3.0,59
2557,3,0,4.0,56
2557,3,0,2.0,2
2557,3,0,3.0,10
2557,3,0,4.0,39
2557,3,0,3.0,25
2558,2,1,3.5,13
2558,2,1,3.0,24
2558,2,1,3.5,14
2558,2,1,3.0,55
2558,2,1,4.0,18
2559,3,0,3.0,10
2559,3,0,4.5,52
2559,3,0,4.5,63
2559,3,0,4.0,66
2559,3,0,4.0,7
2559,3,0,4.0,60
2559,3,0,3.5,45
2559,3,0,3.0,42
2559,3,0,4.0,56
2559,3,0,3.0,61
2559,3,0,4.0,39
2560,2,1,4.0,17
2560,2,1,4.5,32
2560,2,1,4.5,43
2561,2,1,4.0,49
2561,2,1,3.5,12
2562,2,1,4.0,28
2562,2,1,4.0,17
2562,2,1,4.0,26
2562,2,1,4.0,60
2563,2,0,4.0,7
2563,2,0,4.0,26
2563,2,0,4.0,56
2564,7,0,3.0,23
2564,7,0,3.0,24
2564,7,0,3.0,42
2564,7,0,4.0,39
2564,7,0,3.5,3
2564,7,0,4.0,26
2565,2,0,4.5,16
2565,2,0,3.0,59
2566,2,1,5.0,37
2566,2,1,4.0,56
2567,2,0,4.0,56
2567,2,0,3.5,13
2568,2,0,3.5,13
2568,2,0,3.0,61
2568,2,0,4.0,66
2568,2,0,4.0,39
2569,2,1,4.0,56
2569,2,1,4.0,41
2569,2,1,4.0,26
2570,2,1,4.0,60
2570,2,1,4.0,4
2570,2,1,3.5,13
2571,2,0,4.0,56
2571,2,0,2.0,27
2572,2,1,2.0,2
2572,2,1,2.5,53
2573,2,1,3.5,15
2573,2,1,4.0,56
2573,2,1,2.5,53
2573,2,1,2.5,11
2573,2,1,3.0,31
2574,1,0,4.0,39
2574,1,0,3.0,24
2575,2,1,2.5,8
2575,2,1,4.0,7
2575,2,1,3.5,3
2576,2,0,4.0,66
2576,2,0,3.0,55
2576,2,0,4.0,17
2576,2,0,4.0,62
2576,2,0,3.5,33
2576,2,0,3.0,61
2576,2,0,3.0,59
2576,2,0,4.0,49
2576,2,0,4.0,35
2576,2,0,3.5,15
2576,2,0,3.5,30
2576,2,0,2.0,2
2576,2,0,4.0,46
2576,2,0,3.5,3
2576,2,0,4.5,32
2576,2,0,4.0,6
2577,1,0,4.0,60
2577,1,0,4.0,17
2577,1,0,3.5,47
2578,2,0,3.5,15
2578,2,0,4.0,41
2578,2,0,4.0,51
2579,2,1,4.0,4
2579,2,1,4.0,5
2580,2,0,4.0,6
2580,2,0,3.5,15
2581,2,1,5.0,37
2581,2,1,4.0,17
2581,2,1,4.0,56
2581,2,1,4.0,60
2582,3,1,3.5,57
2582,3,1,3.5,13
2582,3,1,2.0,2
2583,2,0,4.0,60
2583,2,0,4.0,46
2584,2,1,5.0,37
2584,2,1,4.5,34
2585,2,1,4.0,46
2585,2,1,4.0,41
2586,2,0,2.0,2
2586,2,0,4.0,50
2586,2,0,2.0,9
2586,2,0,4.0,39
2586,2,0,4.5,16
2587,2,1,3.5,14
2587,2,1,4.5,32
2588,2,0,3.5,57
2588,2,0,3.5,15
2589,2,0,5.0,64
2589,2,0,4.0,26
2590,2,0,4.0,51
2590,2,0,3.5,47
2591,1,0,4.0,26
2591,1,0,4.0,39
2592,2,0,4.0,56
2592,2,0,2.0,2
2593,2,1,4.0,5
2593,2,1,4.0,56
2594,2,1,4.0,41
2594,2,1,4.0,39
2594,2,1,3.0,24
2594,2,1,4.0,66
2594,2,1,2.5,8
2594,2,1,5.0,37
2594,2,1,4.0,28
2594,2,1,4.0,46
2595,2,1,2.0,2
2595,2,1,3.0,55
2595,2,1,2.5,29
2596,2,1,4.0,66
2596,2,1,3.5,47
2596,2,1,4.0,18
2596,2,1,4.5,43
2596,2,1,4.5,52
2596,2,1,4.0,26
2596,2,1,4.0,56
2596,2,1,4.0,46
2596,2,1,4.0,17
2596,2,1,4.0,60
2596,2,1,4.5,63
2596,2,1,5.0,38
2596,2,1,5.0,64
2597,1,1,4.0,18
2597,1,1,2.0,20
2598,4,1,4.0,5
2598,4,1,2.0,2
2598,4,1,5.0,37
2599,2,1,5.0,37
2599,2,1,3.0,59
2599,2,1,4.0,56
2600,2,0,5.0,38
2600,2,0,4.0,17
2600,2,0,4.0,26
2600,2,0,4.0,35
2600,2,0,4.5,34
2600,2,0,5.0,64
2601,1,1,4.5,16
2601,1,1,3.0,59
2601,1,1,4.5,52
2601,1,1,4.0,41
2602,2,0,4.0,66
2602,2,0,4.5,63
2602,2,0,4.5,32
2603,3,0,4.0,41
2603,3,0,4.0,56
2603,3,0,4.0,26
2603,3,0,5.0,37
2604,2,0,4.0,19
2604,2,0,4.0,5
2605,2,1,4.0,60
2605,2,1,4.5,43
2605,2,1,5.0,38
2606,2,1,4.5,32
2606,2,1,4.5,43
2607,4,1,4.0,6
2607,4,1,3.0,10
2608,2,1,5.0,37
2608,2,1,4.0,56
2609,1,0,3.0,61
2609,1,0,2.5,11
2610,1,0,4.5,43
2610,1,0,4.0,56
2610,1,0,5.0,37
2610,1,0,5.0,38
2610,1,0,4.0,60
2611,2,1,2.0,2
2611,2,1,4.0,39
2612,2,0,4.0,39
2612,2,0,4.5,63
2613,2,0,3.5,15
2613,2,0,2.5,8
2613,2,0,4.0,46
2613,2,0,3.0,59
2613,2,0,5.0,64
2614,2,1,3.0,55
2614,2,1,2.5,53
2614,2,1,3.0,1
2614,2,1,2.0,9
2615,2,0,4.0,4
2615,2,0,4.0,39
2616,2,0,4.0,6
2616,2,0,2.5,29
2616,2,0,4.0,39
2617,1,0,4.0,56
2617,1,0,4.0,7
2618,3,0,4.0,39
2618,3,0,4.5,43
2618,3,0,3.0,1
2618,3,0,4.0,66
2619,1,0,4.0,56
2619,1,0,4.0,46
2620,2,1,3.0,55
2620,2,1,4.0,6
2620,2,1,2.5,8
2621,2,0,3.0,61
2621,2,0,2.0,2
2622,2,0,2.0,2
2622,2,0,2.5,11
2623,2,0,3.5,13
2623,2,0,3.0,59
2623,2,0,3.0,55
2623,2,0,3.0,1
2623,2,0,3.5,45
2623,2,0,4.0,60
2624,3,0,2.0,36
2624,3,0,2.5,53
2625,2,1,4.0,56
2625,2,1,2.0,2
2625,2,1,3.0,10
2625,2,1,3.5,45
2625,2,1,4.0,6
2625,2,1,2.0,21
2625,2,1,4.0,18
2625,2,1,4.0,7
2625,2,1,2.5,11
2625,2,1,2.0,20
2625,2,1,3.5,3
2626,2,0,5.0,38
2626,2,0,4.0,7
2627,5,1,2.0,21
2627,5,1,4.0,18
2627,5,1,4.0,6
2627,5,1,3.0,10
2628,2,0,3.0,59
2628,2,0,4.0,28
2629,2,1,4.0,60
2629,2,1,4.0,46
2629,2,1,4.0,28
2629,2,1,4.5,43
2629,2,1,5.0,38
2630,2,1,4.5,52
2630,2,1,5.0,37
2631,2,0,2.0,21
2631,2,0,4.0,6
2631,2,0,2.0,9
2632,2,0,4.0,56
2632,2,0,5.0,38
2633,1,0,4.0,56
2633,1,0,5.0,64
2633,1,0,5.0,37
2633,1,0,4.0,17
2633,1,0,4.0,46
2633,1,0,4.5,34
2634,2,1,3.0,61
2634,2,1,3.5,15
2634,2,1,3.5,13
2635,2,0,4.0,26
2635,2,0,4.0,39
2635,2,0,4.0,18
2635,2,0,3.5,47
2636,2,0,3.0,59
2636,2,0,4.0,56
2636,2,0,4.0,60
2636,2,0,4.0,7
2637,2,0,4.0,56
2637,2,0,4.5,32
2638,2,0,5.0,37
2638,2,0,3.5,13
2639,2,0,3.0,59
2639,2,0,4.0,62
2639,2,0,4.5,52
2639,2,0,2.5,29
2639,2,0,3.5,47
2639,2,0,4.5,16
2639,2,0,4.0,51
2640,2,0,2.5,11
2640,2,0,3.0,24
2640,2,0,2.5,8
2641,2,1,3.5,15
2641,2,1,4.5,52
2642,2,0,3.0,24
2642,2,0,3.5,3
